"x","y","z"
6.24521675985307,25.3073583571474,4.96999944541164
9.52997008804232,52.5349394965967,1.34658251573588
13.3049970353022,89.8768291157749,-27.1261991607673
-4.4061125908047,10.711204532295,19.7449786400658
10.3501940751448,54.4393701813247,-0.128124890922409
4.60107957012951,14.7107330081892,4.65623844457502
-3.23240799829364,3.35170958537116,13.3475309847079
12.2589173074812,77.9914080951905,-8.41681519477186
4.9320611404255,14.2404517820001,4.55982034964053
12.0700805820525,75.476459714716,-14.9387824528542
7.51775871030986,28.3766282996684,8.48588085116863
-0.17094989772886,4.30743862993159,-1.07043367756721
-4.24620510544628,8.5377349826489,15.9610889232696
5.33185941632837,18.9342805630646,7.25908526824698
11.3691576430574,65.3675463565893,-3.40509384867831
4.90249902009964,14.116227509711,6.25582102850683
-1.42115890048444,4.73280439711848,1.44164730178258
12.5828445609659,82.3613153321763,-14.635163424511
3.74681517016143,5.67195407260703,0.589727834355689
9.52542495913804,49.4372282456578,-2.18726697426773
